sai,sbi,sci,sa,sb,sc,dist
10,4,7,Run1_C_33,Run1_C_36,Run1_C_43,0.0608
11,13,9,Run1_C_29,Run1_C_16,Run1_C_44,3.241
16,23,15,Run1_C_41,Run1_C_24,Run1_C_21,0.5043
5,9,18,Run1_C_18,Run1_C_44,Run1_C_34,0.701
16,17,3,Run1_C_41,Run1_C_26,Run1_C_12,1.4639
5,13,14,Run1_C_18,Run1_C_16,Run1_C_45,0.0864
10,2,14,Run1_C_33,Run1_C_32,Run1_C_45,5.0894
0,17,1,Run1_C_23,Run1_C_26,Run1_C_38,0.6835
0,2,4,Run1_C_23,Run1_C_32,Run1_C_36,0.5408
9,19,1,Run1_C_44,Run1_C_22,Run1_C_38,0.3596
11,13,3,Run1_C_29,Run1_C_16,Run1_C_12,3.3719
0,8,13,Run1_C_23,Run1_C_40,Run1_C_16,0.695
18,12,10,Run1_C_34,Run1_C_35,Run1_C_33,1.2363
7,12,17,Run1_C_43,Run1_C_35,Run1_C_26,0.3068
13,7,15,Run1_C_16,Run1_C_43,Run1_C_21,0.7514
7,22,2,Run1_C_43,Run1_C_42,Run1_C_32,4.9029
8,23,21,Run1_C_40,Run1_C_24,Run1_C_31,0.9106
8,3,13,Run1_C_40,Run1_C_12,Run1_C_16,0.4833
